obs,time,elapsed,date,hhmmss,averaging,machine,id,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_des,AccCO2_soda,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
37,1743618969,6482,20250402 13:36:09,13:36:09,5,gibson,TT24_104_mai_pink,1743618961,0.000340047,0.340046975,6.842907185,1191.337667,407.7792286,36.45844484,106.5142988,0.014564958,2.735727527,0.014522015,0.009080107,49.61787656,25.96869643,25.96869643,3.368013235,39.98541064,1.329452759,3.324844582,2.038560476,-14.99607159,-32.11952854,-2.505013827,-0.002737406,2,0,1,0,47418,300.0055333,252.9046446,0.842999933,0.165389871,6,0.5,0: Broadleaf,2,1743618961,1191.337667,1200.034667,14.86962,14.46766,1184.230667,14.80762,500.0357333,89.30733333,0.099978973,25.75092,25.00930667,999.9,0,0,10003.45867,0,215.7476,-9.376806667,1208.632,1217.652667,0.403071667,1200.034667,14.46766,1.328064667,1.292067333,11.12028,10.70689333,300.0055333,0.900008333,0.099991693,0,2.69922,0,3051.897333,2670.010667,37.312,41.5746,39.687,40.7458,37.9412,270.0066667,30,0,1743618969,0,1743619009,13:36:49,1743619009,1743618989,37,0.669,0.004,7.107,0.062,1200,14,0.82,0.1,-9.406424762,0.590368052,0.08734591,0,0.404414381,-0.027285429,0.002793433,1,1,2,2-Jan,3.12441,2.72325,0.182464,0.183611,0.0716804,0.0702645,22108.8,19981.7,24171.5,23818.5,38257.5,36629.6,43577.2,42431.3,1.86698,1.84753,0.10629,0,23.2619,999.9,36.766,26.919,14.6649,53.8396,44.4952,1,-0.162995,-0.323508,20.2563,5.23466,11.9917,4.95645,3.304,999.9,9999,9999,9999,1.86829,1.864,1.87164,1.86249,1.86188,1.86839,1.85852,1.86494,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.107,0.062,3.782988188,0.004507312,-2.84E-06,7.75E-10,-0.002798514,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.9,2.41211,2.34131,1.49902,2.34497,1.54419,2.20825,31.6298,15.2265,18,495.71,431.548,24.8188,25.3334,30.0003,25.273,25.2972,48.2766,-30,-30,24.8137,1200,0,97.6678,98.9258,NA
38,1743619101,6614,20250402 13:38:21,13:38:21,5,gibson,TT24_104_mai_pink,1743619093,0.000303309,0.303308942,7.979678556,1489.893667,465.5262805,41.62135025,133.2070578,0.012956109,2.733353871,0.012922088,0.008079354,49.6192559,25.95755664,25.95755664,3.365793232,39.81918213,1.322237288,3.320603832,2.043555944,-13.37592435,-33.62227543,-2.624060508,-0.003004392,2,0,1,0,47336,300.0142,252.9119226,0.84299984,0.165389691,6,0.5,0: Broadleaf,2,1743619093,1489.893667,1500.011333,14.78895333,14.43037333,1482.786667,14.72695333,500.0111333,89.30706667,0.100023747,25.72939333,25.01458,999.9,0,0,9989.368667,0,213.4121333,-9.800562,1512.586667,1521.975333,0.362944,1500.011333,14.43037333,1.321148,1.288736667,11.04162667,10.66812,300.0142,0.9000084,0.099991607,0,2.70284,0,3147.955333,2670.088667,37.375,41.7164,39.78306667,40.8666,38.00413333,270.016,30,0,1743619101,0,1743619142,13:39:02,1743619009,1743619119,38,0.669,0.001,7.107,0.062,1200,14,0.82,0.14,-9.79333,0.015017143,0.058333922,1,0.36407581,-0.022137195,0.002325797,1,2,2,2-Feb,3.12434,2.72323,0.209528,0.210525,0.071394,0.0701364,21372.7,19321.2,24166.2,23815.7,38264.3,36633,43568.7,42427,1.86633,1.8468,0.101693,0,23.3438,999.9,36.619,26.919,14.6072,54.1696,44.7676,1,-0.157622,-0.130929,20.2567,5.23212,11.992,4.95675,3.304,999.9,9999,9999,9999,1.86829,1.86398,1.87164,1.86248,1.86188,1.86839,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.107,0.062,4.453485421,0.004507312,-2.84E-06,7.75E-10,0.001636729,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.9,2.88208,2.2876,1.4978,2.34375,1.54419,2.38647,31.6736,15.2178,18,495.711,431.487,24.6218,25.3974,30.0003,25.3211,25.3431,57.6858,-30,-30,24.6163,1500,0,97.6479,98.9152,NA
40,1743620417,7930.1,20250402 14:00:17,14:00:17,5,gibson,4237_mai_pink,1743620409,0.000248062,0.24806197,1.105313872,398.542875,220.5706786,19.71357508,35.61989716,0.010646983,2.734978835,0.01062401,0.006642066,49.61340891,25.78841895,25.78841895,3.332243166,39.56409642,1.299475823,3.2844825,2.032767343,-10.93953289,-35.883387,-2.793902931,-0.003413907,0,0,1,0,47417,299.9796875,252.8827566,0.8429996,0.165389228,6,0.5,0: Broadleaf,2,1743620409,398.542875,399.987875,14.5395375,14.24619375,392.960875,14.4835375,500.004375,89.27538125,0.099939194,25.54505625,24.99585625,999.9,0,0,10002.5825,0,216.6264375,-1.57538875,404.291375,405.7685625,0.295001,399.987875,14.24619375,1.298169375,1.2718325,10.7776875,10.47005,299.9796875,0.900006,0.099993931,0,2.7954625,0,1455.380625,2669.779375,35.125,39.1909375,37.351375,38.0738125,35.875,269.98375,29.99375,0,1743620417,0,1743620458,14:00:58,1743620458,1743620435,40,0.126,0.002,5.582,0.056,400,14,0.83,0.22,-1.570939524,-0.082807013,0.042371525,1,0.294958381,0.003614727,0.000875113,1,2,2,2-Feb,3.1245,2.72326,0.0848276,0.0859527,0.0704626,0.0694169,24727.2,22375.4,24151.7,23824.1,38269.1,36664.8,43542.5,42442.2,1.87138,1.8442,0.103675,0,23.2823,999.9,36.094,27.08,14.5395,54.2423,44.7756,1,-0.162104,-0.9272,20.2536,5.23496,11.992,4.9575,3.304,999.9,9999,9999,9999,1.86829,1.86398,1.87164,1.86248,1.86188,1.86835,1.85852,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.582,0.056,4.071761444,0.004507312,-2.84E-06,7.75E-10,-0.003629598,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,19.4,19.4,1.0022,2.33032,1.4978,2.34375,1.54419,2.3877,31.8707,15.0339,18,498.821,430.141,25.9077,25.3595,30,25.336,25.3645,20.104,-30,-30,25.9132,400,0,97.5893,98.9504,NA
41,1743620549,8062.1,20250402 14:02:29,14:02:29,5,gibson,4237_mai_pink,1743620541,0.000241177,0.241176767,0.694500232,299.07075,182.1891714,16.28413081,26.73104651,0.010319984,2.735254362,0.010298401,0.006438436,49.62305537,25.77967557,25.77967557,3.330516803,39.34478012,1.291452121,3.282397607,2.039064682,-10.63589543,-36.17460948,-2.816019068,-0.003468613,0,0,1,0,47333,300.036,252.9304005,0.843000175,0.165390338,6,0.5,0: Broadleaf,2,1743620541,299.07075,299.9906875,14.44895,14.163725,294.07575,14.39195,500.0095,89.28035,0.099993981,25.5343625,24.99723125,999.9,0,0,10003.66563,0,216.73525,-0.617410563,303.7628125,304.300625,0.287049,299.9906875,14.163725,1.29017,1.264541875,10.68483125,10.38390625,300.036,0.899984313,0.100015662,0,2.7938875,0,1439.08625,2670.259375,34.9215,39,37.125,37.878875,35.687,270.0275,30.005,0,1743620549,0,1743620569,14:02:49,1743620565,1743620569,41,-0.305,0.002,4.995,0.057,300,14,0.71,0.16,-0.602771524,0.024560883,0.042308604,1,0.286978619,0.001292883,0.000611321,1,2,2,2-Feb,3.12437,2.7233,0.0673124,0.0684369,0.0701474,0.0691404,25200,22805,24151.2,23824.9,38279.8,36676.3,43541.5,42444.4,1.87145,1.84425,0.104848,0,23.2842,999.9,35.924,27.08,14.4685,53.7924,44.4351,1,-0.163819,-0.963235,20.2531,5.23601,11.992,4.9577,3.304,999.9,9999,9999,9999,1.86829,1.86397,1.87164,1.86248,1.86188,1.86838,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.995,0.057,4.197589587,0.004507312,-2.84E-06,7.75E-10,-0.00118038,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.9,0.802002,2.36572,1.49902,2.34375,1.54419,2.28638,31.8269,15.0164,18,498.611,429.914,25.8866,25.3278,30.0001,25.3043,25.3317,16.0905,-30,-30,25.8939,300,0,97.5872,98.9549,NA
42,1743620649,8162.1,20250402 14:04:09,14:04:09,5,gibson,4237_mai_pink,1743620641,0.000235117,0.235117217,0.312927079,199.5499333,143.245073,12.80403936,17.83688015,0.01005507,2.734652278,0.010034575,0.006273447,49.61515642,25.76790432,25.76790432,3.328193827,39.26811965,1.287906306,3.279775851,2.040287521,-10.36866927,-36.41500562,-2.834997643,-0.003516111,0,0,1,0,47400,299.9896,252.8911688,0.842999787,0.165389588,6,0.5,0: Broadleaf,2,1743620641,199.5499333,199.9817333,14.40844,14.13037333,195.0279333,14.35544,500.0158,89.28558667,0.09996136,25.52090667,24.99079333,999.9,0,0,9999.496,0,216.7714667,-0.284245867,202.6182667,202.848,0.285302867,199.9817333,14.13037333,1.287112,1.261639333,10.6492,10.34947333,299.9896,0.899996133,0.10000382,0,2.795386667,0,1424.294667,2669.858667,34.76653333,38.875,36.9916,37.75,35.562,269.9913333,29.99666667,0,1743620649,0,1743620668,14:04:28,1743620668,1743620667,42,-0.149,-0.004,4.522,0.053,200,14,0.52,0.33,-0.286613905,-0.015850519,0.042015878,1,0.285073619,0.003049403,0.000823341,1,2,2,2-Feb,3.12434,2.72322,0.0473556,0.04848,0.0700291,0.0690335,25738.6,23294.7,24150.5,23826.1,38281.4,36680.2,43539.8,42445.9,1.87108,1.84465,0.103563,0,23.2881,999.9,35.875,27.1,14.4665,53.7224,44.8317,1,-0.164436,-0.955172,20.253,5.23556,11.9918,4.95765,3.304,999.9,9999,9999,9999,1.86829,1.86397,1.87164,1.86243,1.86188,1.86833,1.85852,1.86494,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.522,0.053,3.892644826,0.004507312,-2.84E-06,7.75E-10,0.000735835,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.3,0.592041,2.38281,1.49902,2.34375,1.54419,2.32666,31.8488,14.9901,18,498.251,429.998,25.918,25.3171,30.0001,25.2872,25.3128,11.8966,-30,-30,25.9228,200,0,97.5838,98.9588,NA
43,1743620759,8272.1,20250402 14:05:59,14:05:59,5,gibson,4237_mai_pink,1743620751,0.000227026,0.227025504,0.072952575,99.8806375,84.3716988,7.541790158,8.928098161,0.009700302,2.735720006,0.009681234,0.006052482,49.62235489,25.7782595,25.7782595,3.330237277,39.2593636,1.28824291,3.281364728,2.041994368,-10.01182475,-36.75360197,-2.860507385,-0.00357922,0,0,1,0,47277,300.0358125,252.9298956,0.842999019,0.165388106,6,0.5,0: Broadleaf,2,1743620751,99.8806375,99.99538125,14.4118625,14.14338125,95.7246375,14.3598625,500.0430625,89.28763125,0.100045725,25.5290625,24.9969625,999.9,0,0,10005.62125,0,216.7771875,-0.120809606,101.3355,101.4301875,0.273010938,99.99538125,14.14338125,1.287205,1.262826875,10.65028125,10.36358125,300.0358125,0.900028875,0.099971013,0,2.77750625,0,1417.6525,2670.299375,34.625,38.742125,36.8316875,37.625,35.437,270.041875,29.99375,0,1743620759,0,1743620785,14:06:25,1743620785,1743620777,43,0.005,-0.001,4.156,0.052,100,14,0.32,0.24,-0.126234876,0.000601706,0.043559456,1,0.273463857,-0.007642909,0.000851975,1,2,2,2-Feb,3.12432,2.7232,0.0244404,0.0255411,0.0700562,0.069098,26356.6,23856.9,24149.4,23826.5,38275.8,36677.3,43536.9,42447.4,1.87103,1.84433,0.103731,0,23.2921,999.9,35.875,27.08,14.4482,54.4824,44.375,1,-0.164522,-0.953519,20.2531,5.23526,11.9912,4.95585,3.304,999.9,9999,9999,9999,1.86829,1.86397,1.87164,1.86246,1.86188,1.8683,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.156,0.052,3.74384963,0.004507312,-2.84E-06,7.75E-10,-0.0030384,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.5,0.375977,2.3999,1.49902,2.34497,1.54419,2.31812,31.8269,14.9901,18,498.105,429.705,25.9319,25.3086,30.0001,25.2727,25.2994,7.54561,-30,-30,25.9419,100,0,97.5779,98.9619,NA
44,1743620860,8373.1,20250402 14:07:40,14:07:40,5,gibson,4237_mai_pink,1743620852,0.000220832,0.220831613,-0.161561643,50.180325,75.21258185,6.722742601,4.485278929,0.009457192,2.734293897,0.009439058,0.005901037,49.62224636,25.77311246,25.77311246,3.329221443,39.39368768,1.292114303,3.280003419,2.037107141,-9.738674121,-37.00574621,-2.881458156,-0.00363213,1,0,1,0,47451,300.0349375,252.9291767,0.842999081,0.165388227,6,0.5,0: Broadleaf,2,1743620852,50.180325,49.99975625,14.45589375,14.1947375,46.004325,14.40689375,500.020875,89.283225,0.099993013,25.522075,25.00376875,999.9,0,0,9997.628125,0,215.7116875,-0.044704211,50.6881625,50.7197,0.268261438,49.99975625,14.1947375,1.291303125,1.267350625,10.6980125,10.41715,300.0349375,0.900028438,0.099971456,0,2.7636,0,1418.965,2670.290625,34.5465,38.625,36.7381875,37.55425,35.3159375,270.04125,29.994375,0,1743620860,0,1743620881,14:08:01,1743620881,1743620879,44,0.227,-0.004,4.176,0.049,50,14,0.22,0.34,-0.045881063,0.022300759,0.029868413,1,0.2683178,-0.00054812,0.001081507,1,2,2,2-Feb,3.12449,2.72322,0.0119172,0.0129905,0.0702417,0.0693008,26693.6,24164,24148.1,23826.3,38265.1,36667.9,43534.7,42447,1.87088,1.84422,0.103321,0,23.3019,999.9,35.972,27.08,14.4876,54.2823,44.6715,1,-0.164962,-0.89902,20.2531,5.23451,11.9914,4.9572,3.304,999.9,9999,9999,9999,1.86829,1.86401,1.87164,1.86249,1.86188,1.86834,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.176,0.049,3.74930045,0.004507312,-2.84E-06,7.75E-10,-0.004114244,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.2,1.4,0.266113,2.41211,1.4978,2.34375,1.54419,2.40112,31.8269,14.9726,18,497.948,429.586,25.9305,25.3065,30.0001,25.2642,25.2917,5.3611,-30,-30,25.9299,50,0,97.5729,98.9609,NA
45,1743620964,8477,20250402 14:09:24,14:09:24,5,gibson,4237_mai_pink,1743620956,0.000216452,0.216451709,1.333553875,398.3199375,158.8745046,14.20111546,35.6041231,0.009329019,2.73338665,0.009311367,0.005821187,49.61500034,25.76749903,25.76749903,3.328113872,39.77519208,1.304096074,3.278666942,2.024017798,-9.545520378,-37.17753432,-2.895613849,-0.003668206,0,0,1,0,47628,299.987625,252.8895922,0.843000081,0.165390157,6,0.5,0: Broadleaf,2,1743620956,398.3199375,400.0235625,14.58953125,14.33359375,392.9039375,14.52853125,500.029375,89.28568125,0.100060587,25.5152125,24.99429375,999.9,0,0,9991.95625,0,216.904875,-1.7637725,404.153375,405.8406875,0.249195813,400.0235625,14.33359375,1.302034375,1.279785625,10.82235625,10.5635125,299.987625,0.900010813,0.099989119,0,2.77568125,0,1401.24375,2669.85375,34.437,38.534875,36.625,37.45275,35.25,269.991875,30,0,1743620964,0,1743620993,14:09:53,1743620993,1743620982,45,0.055,0.01,5.416,0.061,400,14,0.59,0.15,-1.7607905,-0.035413985,0.050662163,1,0.24892095,0.004968226,0.000741755,1,2,2,2-Feb,3.12435,2.72293,0.0848533,0.0859811,0.0707102,0.0698171,24722.4,22377.8,24147.5,23827.1,38251.1,36654.5,43533.7,42448.5,1.87122,1.84533,0.103608,0,23.3038,999.9,36.094,27.08,14.5365,53.6023,44.4551,1,-0.165686,-0.968843,20.2528,5.23481,11.992,4.9561,3.304,999.9,9999,9999,9999,1.8683,1.86399,1.87164,1.86249,1.86188,1.86835,1.85852,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.416,0.061,3.976003662,0.004507312,-2.84E-06,7.75E-10,-0.00763682,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.4,1.0022,2.3584,1.49902,2.34375,1.54419,2.37915,31.8049,14.9726,18,498.089,430.142,25.9595,25.3022,30,25.2559,25.2812,20.1107,-30,-30,25.9626,400,0,97.5705,98.9643,NA
46,1743621063,8576,20250402 14:11:03,14:11:03,5,gibson,4237_mai_pink,1743621055,0.000213811,0.213810586,1.179671138,398.4842,183.0718694,16.36400042,35.61877442,0.009238747,2.735326999,0.009221447,0.005764956,49.61398109,25.79060279,25.79060279,3.332674484,40.02448011,1.314027645,3.283059871,2.018646839,-9.429046854,-37.28595543,-2.902663773,-0.00368496,1,0,1,0,47435,299.9814667,252.8844004,0.84300008,0.165390154,6,0.5,0: Broadleaf,2,1743621055,398.4842,400.002,14.70065333,14.44786,392.9972,14.63665333,500.015,89.28568667,0.099976353,25.53776,25.00138,999.9,0,0,10003.5,0,216.9302,-1.593269333,404.3532,405.8658,0.254148467,400.002,14.44786,1.312678,1.289986667,10.94481333,10.68269333,299.9814667,0.9000082,0.09999172,0,2.866646667,0,1402.726,2669.796,34.375,38.4412,36.55786667,37.375,35.16633333,269.986,29.99933333,0,1743621063,0,1743621098,14:11:38,1743621098,1743621083,46,0.071,0.002,5.487,0.064,400,14,0.51,0.18,-1.5881975,-0.009342406,0.041371797,1,0.2544517,-0.006856692,0.001130315,1,2,2,2-Feb,3.12455,2.72327,0.084864,0.0859863,0.0711031,0.0702326,24720.8,22377.2,24146.2,23826.6,38232.8,36637.4,43531.3,42447.7,1.8711,1.84522,0.103757,0,23.3058,999.9,36.296,27.08,14.6193,54.1123,44.4952,1,-0.165163,-0.953995,20.2531,5.23496,11.992,4.9573,3.304,999.9,9999,9999,9999,1.86829,1.86401,1.87164,1.86249,1.86188,1.86832,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.487,0.064,4.031375606,0.004507312,-2.84E-06,7.75E-10,0.00191405,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.2,1.4,1.0022,2.37305,1.4978,2.34375,1.54419,2.29614,31.8269,14.9551,18,497.997,430.068,25.9768,25.3022,30,25.2537,25.2791,20.106,-30,-30,25.9764,400,0,97.5653,98.9623,NA
47,1743621187,8700,20250402 14:13:07,14:13:07,5,gibson,4237_mai_pink,1743621179,0.000213039,0.213038912,1.911285716,597.5411875,252.7467666,22.59296911,53.4140546,0.009304542,2.735654049,0.009286996,0.005805946,49.61841458,25.76278063,25.76278063,3.327183144,40.57989781,1.330045665,3.277597373,1.997137479,-9.395016039,-37.32272531,-2.904363884,-0.003690658,0,0,1,0,47453,300.0091875,252.9076907,0.842999819,0.16538965,6,0.5,0: Broadleaf,2,1743621179,597.5411875,599.9874375,14.879175,14.6273375,591.8121875,14.811175,500.0106875,89.28975,0.099995375,25.50971875,24.99225,999.9,0,0,10004.99125,0,216.910375,-2.238464375,606.7786875,608.8939375,0.253930313,599.9874375,14.6273375,1.328746875,1.306071875,11.12799375,10.86891875,300.0091875,0.900017563,0.099982344,0,2.6984,0,1430.174375,2670.0525,34.2965,38.375,36.437,37.312,35.0738125,270.0125,29.999375,0,1743621187,0,1743621207,14:13:27,1743621207,1743621205,47,-0.213,0.001,5.729,0.068,600,15,0.28,0.16,-2.2418395,0.088138195,0.032597695,1,0.25336635,0.00961782,0.001151121,1,2,2,2-Feb,3.1245,2.72331,0.114903,0.115896,0.0717575,0.0708953,23907.4,21645.1,24143.9,23826.5,38205.4,36614.2,43528.1,42448.4,1.87143,1.84595,0.103056,0,23.3038,999.9,36.619,27.07,14.7389,54.1323,44.3229,1,-0.164268,-1.00802,20.2528,5.23511,11.9917,4.95585,3.304,999.9,9999,9999,9999,1.86829,1.86399,1.87164,1.86248,1.86188,1.86832,1.85852,1.86494,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.729,0.068,4.10280804,0.004507312,-2.84E-06,7.75E-10,0.004161572,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.7,1.38184,2.36328,1.49902,2.34375,1.54419,2.24487,31.8049,14.9288,18,498.207,430.506,26.0443,25.3086,30.0002,25.2559,25.2812,27.7042,-30,-30,26.045,600,0,97.5573,98.9633,NA
48,1743621296,8809,20250402 14:14:56,14:14:56,5,gibson,4237_mai_pink,1743621288,0.00021133,0.211329659,2.527561474,796.76,339.0279685,30.30571667,71.22239182,0.009269508,2.733691097,0.009252082,0.005784114,49.60820338,25.78524922,25.78524922,3.331617219,40.92865773,1.343221919,3.281861644,1.988395299,-9.319637955,-37.3806635,-2.91160992,-0.003707992,0,0,1,0,47325,299.9450625,252.8538377,0.8430005,0.165390965,6,0.5,0: Broadleaf,2,1743621288,796.76,799.995,15.02653125,14.77675625,790.8,14.95753125,500.019875,89.29005,0.099969356,25.5316125,25.00459375,999.9,0,0,9993.278125,0,216.970125,-3.13219,809.022875,811.9935625,0.253899563,799.995,14.77675625,1.34208875,1.319418125,11.27865,11.0218875,299.9450625,0.899994063,0.100005894,0,2.77213125,0,1468.58375,2669.46,34.25,38.312,36.42925,37.284875,35.062,269.95,30,0,1743621296,0,1743621317,14:15:17,1743621317,1743621314,48,-0.108,-0.001,5.96,0.069,800,15,0.46,0.09,-3.145053333,-0.002220779,0.070958295,1,0.253663619,0.004384364,0.001142977,1,2,2,2-Feb,3.12448,2.72313,0.14036,0.141231,0.0722766,0.0714271,23218.6,21024.2,24142.4,23825.4,38183.3,36593.9,43524.9,42446.9,1.87138,1.84632,0.103027,0,23.3176,999.9,36.87,27.08,14.8483,54.5123,44.7035,1,-0.16267,-0.969916,20.2529,5.23466,11.9918,4.95745,3.304,999.9,9999,9999,9999,1.86829,1.864,1.87164,1.86245,1.86188,1.86831,1.85852,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.96,0.069,3.890043004,0.004507312,-2.84E-06,7.75E-10,0.005067292,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.5,1.74072,2.36084,1.49902,2.34375,1.54419,2.23755,31.8049,14.9113,18,498.262,430.801,26.0312,25.3235,30.0002,25.2664,25.2911,34.8658,-30,-30,26.0199,800,0,97.5506,98.9594,NA
49,1743621404,8917,20250402 14:16:44,14:16:44,5,gibson,4237_mai_pink,1743621396,0.000205651,0.205651219,2.939874346,996.252625,451.9479262,40.40042021,89.0567748,0.009093937,2.735550264,0.009077175,0.005674738,49.62772028,25.76337941,25.76337941,3.327301244,41.34791148,1.355095824,3.277301744,1.97220542,-9.069218741,-37.63360113,-2.92865307,-0.00375266,0,0,1,0,47610,300.0673125,252.9565307,0.842999288,0.165388625,6,0.5,0: Broadleaf,2,1743621396,996.252625,1000.026187,15.15906875,14.9160375,989.847625,15.08406875,500.019,89.29175625,0.100002994,25.5082,24.99400625,999.9,0,0,10004.14875,0,216.9679375,-3.963845,1011.393125,1015.168125,0.24249675,1000.026187,14.9160375,1.35353125,1.331879375,11.40683125,11.16350625,300.0673125,0.9000345,0.099965375,0,2.81356875,0,1508.391875,2670.584375,34.1909375,38.25775,36.375,37.25,35,270.07125,30,0,1743621404,0,1743621439,14:17:19,1743621439,1743621422,49,0.187,0.004,6.405,0.075,1000,15,0.5,0.13,-3.96011,-0.00842026,0.048305101,1,0.243073238,-0.011143169,0.001429759,1,2,2,2-Feb,3.12466,2.72342,0.162725,0.163522,0.0727399,0.0719225,22612,20478.5,24139.3,23825,38162,36575.7,43520.3,42446.5,1.8715,1.84655,0.101093,0,23.3254,999.9,37.114,27.06,14.9283,53.3723,44.5913,1,-0.161443,-0.967157,20.2528,5.23466,11.9918,4.95745,3.304,999.9,9999,9999,9999,1.86829,1.86398,1.87164,1.86242,1.86188,1.86832,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.405,0.075,3.781951607,0.004507312,-2.84E-06,7.75E-10,0.004536969,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.5,2.0813,2.32666,1.4978,2.34375,1.54419,2.37427,31.783,14.9113,18,498.438,431.035,25.9949,25.3405,30.0001,25.279,25.3042,41.7001,-30,-30,25.9967,1000,0,97.5395,98.9582,NA
