obs,time,elapsed,date,hhmmss,averaging,machine,id,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,CO2_hrs,AccH2O_des,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
37,1743618416,6768.9,20250402 13:26:56,13:26:56,5,ozzie,3438_mai_white,1743618408,0.000217827,0.217827254,3.911112284,1195.001125,426.1382795,38.09073092,106.8161874,0.008519048,2.732861817,0.008504322,0.005316522,49.61680167,25.76526742,25.76526742,3.327673648,33.39565852,1.094808465,3.278295783,2.232865183,-9.606181897,-37.12245907,-2.891819413,-0.003658701,0,0,1,0,47545,299.995125,252.8962054,0.84300105,0.165392027,6,0.5,0: Broadleaf,2,1743618408,1195.001125,1200.006875,12.24811875,11.989925,1199.683125,12.32311875,499.9949375,89.2858375,0.1000092,25.51330625,24.9957375,999.9,0,0,9988.8175,0,183.2766875,-5.383903125,1209.44625,1214.569375,0.265953187,1200.006875,11.989925,1.094276875,1.070531875,8.236021875,7.91338,299.995125,0.899963,0.100037,0,2.1185875,0,1516.859375,2548.603125,37.335625,41.659875,39.210625,41.073875,37.812,269.985,30.01,0,1743618415,0,1743618450,13:27:30,1743618450,1743618434,37,0.377,-0.001,-4.682,-0.075,1200,12,0.57,0.15,-5.411225714,0.370017338,0.053044491,0,0.266110571,-0.002830797,0.000629499,1,1,2,2-Jan,3.131,2.77812,0.184154,0.184155,0.0626506,0.0617304,30952.2,33158.1,34318.5,36827.7,45470,49613.4,53524.2,58819,1.98845,2.364,0.0870451,0,23.5781,999.9,32.939,28.026,14.021,54.3928,36.5705,2,-0.147406,-0.73543,20.1646,5.19887,12.004,4.97575,3.29378,9999,999.9,9999,9999,1.86296,1.86783,1.86752,1.86878,1.86966,1.86569,1.86677,1.86815,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.682,-0.075,-2.928114354,-0.003392961,1.56E-06,-1.77E-10,-0.098194614,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.7,2.948,2.58545,2.19849,2.64404,2.44507,2.2644,31.1504,15.139,18,502.126,784.707,25.2317,25.4559,30,25.4645,25.4021,58.981,-30,-30,25.2293,1200,0,97.3046,95.3245,NA
38,1743618539,6891.9,20250402 13:28:59,13:28:59,5,ozzie,3438_mai_white,1743618531,0.000206032,0.206031687,4.676872557,1494.030625,514.1802744,45.97588048,133.5900595,0.007985758,2.736102099,0.007972832,0.00498418,49.61831446,25.83885921,25.83885921,3.342217765,33.07376719,1.088810435,3.292066577,2.25340733,-9.085997385,-37.60778836,-2.928276609,-0.0037479,0,0,1,0,47679,300.0046875,252.9042309,0.843000931,0.165391797,6,0.5,0: Broadleaf,2,1743618531,1494.030625,1500.0125,12.176925,11.9326875,1498.780625,12.249925,499.979375,89.31595625,0.099921363,25.58390625,25.05114375,999.9,0,0,10004.72188,0,183.0350625,-5.957046875,1512.47625,1518.1275,0.247342813,1500.0125,11.9326875,1.087871875,1.065781875,8.14960125,7.84806625,300.0046875,0.899976125,0.1000239,0,2.18543125,0,1569.70375,2548.693125,37.75775,41.976375,39.57775,41.659875,38.20275,269.996875,30.01,0,1743618538,0,1743618559,13:29:19,1743618559,1743618557,38,-0.024,0.003,-4.75,-0.073,1500,12,0.64,0.12,-5.961437143,0.078307792,0.046668507,1,0.248386524,-0.016491117,0.001790134,1,2,2,2-Feb,3.13098,2.77822,0.211336,0.211352,0.062385,0.06154,29923.5,32055.2,34319.6,36828.5,45486.7,49627.9,53524.8,58820.2,1.98875,2.36532,0.0868887,0,23.6219,999.9,32.762,28.047,13.9573,54.0028,36.5264,2,-0.148567,-0.264344,20.1664,5.19887,12.004,4.9757,3.2939,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.8688,1.86966,1.86569,1.86676,1.86817,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.75,-0.073,-2.549948402,-0.003392961,1.56E-06,-1.77E-10,-0.099055882,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.8,3.51074,2.57446,2.19849,2.64282,2.44507,2.29736,31.1504,15.1302,18,502.235,785.804,24.8301,25.4474,30.0001,25.4553,25.3936,70.2445,-30,-30,24.7755,1500,0,97.3065,95.3265,NA
40,1743621352,9705,20250402 14:15:52,14:15:52,5,ozzie,2265_mai_white,1743621344,0.000272167,0.272167016,1.95034485,397.5322667,110.1071473,9.843898428,35.54053801,0.011263494,2.734825191,0.011237786,0.007025921,49.62044118,25.73449141,25.73449141,3.321607725,36.9819019,1.211256732,3.275268902,2.110350993,-12.00256539,-34.90463732,-2.716467975,-0.003229504,0,0,1,0,47360,300.0216,252.9181408,0.842999773,0.165389563,6,0.5,0: Broadleaf,2,1743621344,397.5322667,400.0026,13.54829333,13.22610667,401.5922667,13.58529333,499.9827333,89.30290667,0.09999466,25.49775333,25.00374667,999.9,0,0,9998.585333,0,177.6434,-2.562679333,402.9016667,405.3641333,0.329732133,400.0026,13.22610667,1.210574667,1.181128667,9.732243333,9.365805333,300.0216,0.900007933,0.09999252,0,2.219013333,0,2777.263333,2548.861333,37.6374,41.812,39.479,41.3624,38.0914,270.0226667,30,0,1743621351,0,1743621370,14:16:10,1743621370,1743621370,40,0.098,0.001,-4.06,-0.037,400,13,0.24,0.12,-2.558991905,0.01516987,0.031787159,1,0.32926981,0.012059065,0.001315396,1,2,2,2-Feb,3.1316,2.77793,0.0862404,0.0861144,0.0676887,0.0666355,34664.8,37146.7,34318.6,36834.2,45208.8,49349.7,53523.3,58832.1,1.9893,2.36278,0.0940785,0,23.4692,999.9,34.654,28.339,15.0197,54.2611,36.6587,2,-0.155645,-0.671495,20.1645,5.19827,12.004,4.9757,3.29388,9999,999.9,9999,9999,1.86296,1.86783,1.86752,1.86875,1.86963,1.86568,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.06,-0.037,-3.029978181,-0.003392961,1.56E-06,-1.77E-10,-0.093680258,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,44.6,44.7,1.22681,2.58423,2.19849,2.64038,2.44507,2.29126,31.368,14.7537,18,501.704,782.011,25.0474,25.3597,30.0002,25.36,25.2969,24.5914,-30,-30,25.0247,400,0,97.3037,95.3441,NA
41,1743621455,9808,20250402 14:17:35,14:17:35,5,ozzie,2265_mai_white,1743621447,0.000271744,0.271744085,1.287755034,298.356,107.3320003,9.595730515,26.67372048,0.011269864,2.734394859,0.011244123,0.007029885,49.62157872,25.74490169,25.74490169,3.323658499,37.16188981,1.217893248,3.277264032,2.105765251,-11.98391417,-34.92234278,-2.71855579,-0.003234022,0,0,1,0,47412,300.02775,252.9233876,0.842999981,0.165389964,6,0.5,0: Broadleaf,2,1743621447,298.356,299.9985625,13.6226125,13.30096875,302.18,13.6576125,500.01075,89.30230625,0.1000201,25.50800625,24.9911,999.9,0,0,9996.0925,0,177.6478125,-1.638604375,302.48325,304.042625,0.33022375,299.9985625,13.30096875,1.217298125,1.18780875,9.814795625,9.449614375,300.02775,0.900000375,0.099999775,0,2.23613125,0,2766.02125,2548.9075,37.7185,41.3630625,39.4255,40.824,38.0270625,270.024375,30.0025,0,1743621454,0,1743621473,14:17:53,1743621473,1743621473,41,0,-0.001,-3.824,-0.035,300,13,0.4,0.14,-1.632743333,-0.049780519,0.0212569,1,0.32998381,0.004549169,0.000554278,1,2,2,2-Feb,3.13145,2.77787,0.0687775,0.0685287,0.0679609,0.0669171,35327,37861.7,34318.3,36834.4,45193.4,49332.5,53523.3,58832.1,1.98902,2.36245,0.0928789,0,23.4712,999.9,34.806,28.339,15.0854,54.4611,36.6867,2,-0.155582,-0.667072,20.1629,5.19857,12.004,4.97545,3.2939,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86961,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.824,-0.035,-2.932237267,-0.003392961,1.56E-06,-1.77E-10,-0.092659352,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.4,1.4,0.977783,2.59888,2.19849,2.63916,2.44507,2.26685,31.368,14.7362,18,501.566,781.775,24.9855,25.364,30,25.3642,25.3011,19.6052,-30,-30,24.9841,300,0,97.3034,95.3443,NA
42,1743621558,9911,20250402 14:19:18,14:19:18,5,ozzie,2265_mai_white,1743621550,0.000274593,0.274592929,0.660932993,199.1309375,101.0431164,9.033437144,17.80266554,0.011476194,2.735588092,0.011449515,0.007158339,49.6206199,25.69169329,25.69169329,3.313188314,37.44833867,1.223472103,3.267093139,2.089716211,-12.10954818,-34.80729787,-2.70698267,-0.003208816,0,0,1,0,47601,300.0238125,252.9199089,0.84299945,0.165388939,6,0.5,0: Broadleaf,2,1743621550,199.1309375,199.98975,13.68509375,13.3600625,202.6419375,13.71709375,499.9551875,89.3019,0.099906488,25.45568125,24.98259375,999.9,0,0,10003.2375,0,177.4813125,-0.9047375,201.8485625,202.69775,0.331710375,199.98975,13.3600625,1.2227025,1.19308,9.88087625,9.5154825,300.0238125,0.900018875,0.099981175,0,2.21050625,0,2751.03125,2548.8875,35.9255625,38.464625,37.3083125,37.1755,36.1130625,270.026875,29.996875,0,1743621558,0,1743621576,14:19:36,1743621576,1743621576,42,0.049,0.002,-3.511,-0.032,200,13,0.27,0.07,-0.90880895,-0.078462,0.034429293,1,0.33158175,0.002443444,0.00081729,1,2,2,2-Feb,3.13141,2.77821,0.0489456,0.0485362,0.0681863,0.0671307,36079.5,38674.5,34318.4,36834.5,45179.5,49318.3,53522.7,58831.8,1.9889,2.36235,0.0936724,0,23.4475,999.9,34.953,28.359,15.1653,54.2711,36.7628,2,-0.155236,-0.762004,20.1626,5.19887,12.004,4.97565,3.29385,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86961,1.86568,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.511,-0.032,-2.932179007,-0.003392961,1.56E-06,-1.77E-10,-0.093241337,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.4,1.4,0.716553,2.59888,2.19849,2.63916,2.44507,2.31079,31.368,14.7274,18,501.524,781.714,25.089,25.3661,30.0001,25.3684,25.3032,14.3709,-30,-30,25.0983,200,0,97.3028,95.344,NA
43,1743621661,10013.9,20250402 14:21:01,14:21:01,5,ozzie,2265_mai_white,1743621653,0.000285007,0.285007322,0.108009074,99.82526667,81.91258262,7.323320731,8.924788127,0.011985832,2.734729175,0.011956725,0.007475562,49.62006526,25.64998007,25.64998007,3.305000273,37.67199847,1.227937897,3.259550718,2.077062376,-12.56882292,-34.3808034,-2.673570742,-0.003131794,0,0,1,0,47665,300.0176,252.9149168,0.843000267,0.165390515,6,0.5,0: Broadleaf,2,1743621653,99.82526667,99.98900667,13.73469333,13.39740667,103.1242667,13.76569333,500.0366667,89.30408667,0.100013367,25.41678667,24.98847333,999.9,0,0,9997.882,0,177.5133333,-0.081697053,101.2995333,101.3467333,0.3461464,99.98900667,13.39740667,1.227356,1.196442667,9.937563333,9.55737,300.0176,0.900000933,0.099999287,0,2.317153333,0,2762.476667,2548.821333,35.7914,39.37473333,37.48313333,37.98306667,36.2122,270.0153333,30.00466667,0,1743621660,0,1743621684,14:21:24,1743621679,1743621684,43,-0.082,0.001,-3.299,-0.031,100,13,0.18,0.18,-0.073158976,-0.103837146,0.034192167,0,0.346073143,0.002975066,0.000472587,1,1,2,2-Jan,3.13129,2.77799,0.0262429,0.025596,0.0683699,0.0672736,36941.2,39607.6,34318.4,36834.7,45167.8,49308.3,53522.5,58832.3,1.98888,2.36225,0.0939742,0,23.4475,999.9,35.106,28.339,15.2142,54.1111,36.7147,2,-0.155882,-0.870044,20.1638,5.19887,12.004,4.9754,3.2938,9999,999.9,9999,9999,1.86296,1.86783,1.86752,1.86874,1.86962,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.299,-0.031,-2.883530834,-0.003392961,1.56E-06,-1.77E-10,-0.091434423,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.4,1.4,0.443115,2.61597,2.19849,2.63916,2.44507,2.32178,31.368,14.7187,18,501.469,781.582,25.344,25.3619,30,25.3642,25.3005,8.90528,-30,-30,25.3527,100,0,97.3026,95.3447,NA
44,1743621767,10119.9,20250402 14:22:47,14:22:47,5,ozzie,2265_mai_white,1743621759,0.000294396,0.294396228,-0.152189791,50.1604125,67.60432638,6.043683259,4.48423439,0.012395903,2.735711637,0.012364783,0.007730779,49.61605727,25.6564276,25.6564276,3.306264728,37.76968207,1.231792116,3.261325085,2.074472611,-12.98287366,-33.99353032,-2.642712897,-0.003059607,0,0,1,0,47446,299.9945625,252.8953937,0.842999925,0.165389855,6,0.5,0: Broadleaf,2,1743621759,50.1604125,49.9955,13.7787625,13.43034375,53.3024125,13.8097625,499.98425,89.29791875,0.099958319,25.42594375,24.98509375,999.9,0,0,10004.41875,0,177.4616875,0.165050688,50.86191875,50.67610625,0.359237563,49.9955,13.43034375,1.23138125,1.19930125,9.986451875,9.592890625,299.9945625,0.900002313,0.099997944,0,2.1496375,0,2778.9475,2548.62625,36.269375,40.39825,38.073875,39.3864375,36.7655,269.99625,29.99875,0,1743621766,0,1743621785,14:23:05,1743621785,1743621785,44,-0.001,-0.001,-3.142,-0.031,50,13,0.18,0.07,0.17144655,-0.048648767,0.029843952,1,0.3589468,0.006935459,0.000786552,1,2,2,2-Feb,3.13155,2.77802,0.0138099,0.0130252,0.0685395,0.0673994,37413.3,40119.5,34318.5,36835.1,45158.1,49300.5,53522.6,58832.8,1.98948,2.36212,0.0937209,0,23.4494,999.9,35.154,28.359,15.2535,54.3711,36.7188,2,-0.156639,-0.845569,20.1638,5.19887,12.004,4.97565,3.2937,9999,999.9,9999,9999,1.86296,1.86783,1.86752,1.86874,1.86963,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.142,-0.031,-2.965417921,-0.003392961,1.56E-06,-1.77E-10,-0.090738132,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.4,0.305176,2.62817,2.19849,2.64038,2.44507,2.27173,31.368,14.7012,18,501.778,781.35,25.285,25.3491,30,25.3557,25.2927,6.13221,-30,-30,25.294,50,0,97.3028,95.3456,NA
45,1743621877,10229.9,20250402 14:24:37,14:24:37,5,ozzie,2265_mai_white,1743621869,0.000308814,0.308813558,2.201749921,397.2188,116.1282962,10.38087449,35.50795667,0.013013176,2.735469667,0.012978882,0.008114875,49.61989766,25.69533264,25.69533264,3.313903534,37.95996253,1.241155314,3.269643147,2.072748221,-13.6186779,-33.40585295,-2.598322887,-0.002956079,0,0,1,0,47346,300.0168667,252.9142746,0.843000187,0.16539036,6,0.5,0: Broadleaf,2,1743621869,397.2188,400.0080667,13.8845,13.51907333,401.2498,13.9145,500.0059333,89.29142667,0.10000362,25.46881333,25.00245333,999.9,0,0,10003.706,0,177.1554667,-2.84576,402.7590667,405.4899333,0.3771102,400.0080667,13.51907333,1.24081,1.207137333,10.10042,9.689863333,300.0168667,0.900004933,0.099995407,0,2.263173333,0,2745.475333,2548.819333,36.7332,40.99993333,38.5704,40.27066667,37.2416,270.0173333,30.004,0,1743621876,0,1743621895,14:24:55,1743621895,1743621895,45,0.063,-0.002,-4.031,-0.03,400,14,0.31,0.12,-2.867874762,0.326843377,0.047649874,0,0.376576048,0.009912779,0.001147519,1,1,2,2-Jan,3.13136,2.77789,0.0861766,0.0861101,0.068934,0.0677335,34667.7,37149,34318.9,36836.1,45147.6,49293,53523.9,58834.7,1.98935,2.36337,0.093542,0,23.4624,999.9,35.252,28.359,15.2989,54.0811,36.7228,2,-0.157391,-0.780673,20.1639,5.19902,12.004,4.9756,3.29378,9999,999.9,9999,9999,1.86296,1.86783,1.86752,1.86875,1.86963,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.031,-0.03,-2.965964291,-0.003392961,1.56E-06,-1.77E-10,-0.091897046,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.5,1.22803,2.6123,2.19849,2.64038,2.44507,2.32178,31.368,14.6661,18,501.618,782.377,25.2396,25.3384,30,25.3472,25.2844,24.5975,-30,-30,25.2428,400,0,97.3048,95.3486,NA
46,1743621957,10309.9,20250402 14:25:57,14:25:57,5,ozzie,2265_mai_white,1743621949,0.00031717,0.317170209,2.207921426,397.2011333,122.5130067,10.95096913,35.50429022,0.013371774,2.734377615,0.013335552,0.008337966,49.61560073,25.70805413,25.70805413,3.316404677,38.03453717,1.244701302,3.272555406,2.071703375,-13.98720623,-33.0585941,-2.572697934,-0.002897529,0,0,1,0,47491,299.9932667,252.8941758,0.842999507,0.165389048,6,0.5,0: Broadleaf,2,1743621949,397.2011333,400.0017333,13.92498667,13.54969333,401.2351333,13.95398667,500.0146667,89.28618,0.099995527,25.4838,25.01095333,999.9,0,0,9997.795333,0,177.1427333,-2.791288,402.8239333,405.4960667,0.385384467,400.0017333,13.54969333,1.244209333,1.209799333,10.14130667,9.722686667,299.9932667,0.900004933,0.099995407,0,2.250806667,0,2753.033333,2548.617333,37.04546667,41.3288,38.90806667,40.7206,37.54133333,269.9953333,29.994,0,1743621957,0,1743621983,14:26:23,1743621983,1743621978,46,-0.003,0,-4.034,-0.029,400,14,0.42,0.15,-2.785091905,-0.049098701,0.021364895,1,0.385163095,0.006072545,0.000910653,1,2,2,2-Feb,3.13148,2.77795,0.0861686,0.0861015,0.0690787,0.0678436,34667.7,37149.2,34318.6,36836,45140,49286.7,53523.6,58834.3,1.9895,2.36313,0.0925884,0,23.483,999.9,35.35,28.359,15.3421,54.4511,36.6867,2,-0.157706,-0.63793,20.1649,5.19917,12.004,4.9757,3.2939,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86961,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.034,-0.029,-2.903205027,-0.003392961,1.56E-06,-1.77E-10,-0.093628893,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1,1,1.22803,2.60986,2.19849,2.63916,2.44629,2.3291,31.3898,14.6749,18,501.676,782.083,25.1174,25.3342,30.0001,25.343,25.2801,24.5932,-30,-30,25.1072,400,0,97.304,95.348,NA
47,1743622072,10424.9,20250402 14:27:52,14:27:52,5,ozzie,2265_mai_white,1743622064,0.000317993,0.317993303,3.476523984,595.6111875,165.6058669,14.80121386,53.23343146,0.013417331,2.733850198,0.013380855,0.008366303,49.61473309,25.72294534,25.72294534,3.3193345,38.15059361,1.249618706,3.275489549,2.069715793,-14.02350467,-33.02328793,-2.570833246,-0.00289275,0,0,1,0,47441,299.987125,252.8890751,0.842999762,0.165389542,6,0.5,0: Broadleaf,2,1743622064,595.6111875,600.0104375,13.98156875,13.6053,600.0501875,14.00856875,499.984,89.27614375,0.100000575,25.4988875,25.00913125,999.9,0,0,9995.78125,0,177.275875,-4.378399375,604.0841875,608.28625,0.38628375,600.0104375,13.6053,1.249115,1.21462875,10.2001625,9.782065,299.987125,0.900006125,0.099994312,0,2.28904375,0,2820.745625,2548.5675,37.460625,41.67925,39.312,41.2066875,37.933125,269.99,29.99625,0,1743622071,0,1743622090,14:28:10,1743622090,1743622090,47,-0.013,0.001,-4.439,-0.027,600,14,0.25,0.13,-4.3806245,-0.051509323,0.028011493,1,0.38663295,-0.001773429,0.001181506,1,2,2,2-Feb,3.13152,2.77812,0.116038,0.116134,0.0692738,0.068047,33535.4,35929,34319.1,36836.2,45133.5,49279.6,53523.4,58834.6,1.98983,2.36372,0.0924394,0,23.4929,999.9,35.429,28.359,15.3763,54.0211,36.7228,2,-0.1578,-0.691016,20.1647,5.19992,12.004,4.9757,3.29383,9999,999.9,9999,9999,1.86296,1.86783,1.86752,1.86875,1.86961,1.86569,1.86676,1.86814,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.439,-0.027,-2.905835645,-0.003392961,1.56E-06,-1.77E-10,-0.093296094,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.6,1.69556,2.6062,2.19849,2.64038,2.44629,2.28027,31.3898,14.6486,18,501.867,782.605,25.0325,25.332,30.0001,25.3409,25.2781,33.9531,-30,-30,25.1,600,0,97.3044,95.3484,NA
48,1743622182,10534.9,20250402 14:29:42,14:29:42,5,ozzie,2265_mai_white,1743622174,0.000304598,0.304598389,4.514655424,794.3174667,211.4463157,18.89913144,70.99631959,0.012841972,2.734278997,0.012808558,0.008008344,49.61408361,25.74572286,25.74572286,3.323820314,38.2012471,1.252698028,3.279207156,2.071122286,-13.43278896,-33.57069529,-2.613588289,-0.002988917,0,0,1,0,47440,299.9826,252.8853118,0.842999933,0.165389871,6,0.5,0: Broadleaf,2,1743622174,794.3174667,800.0254667,14.01537333,13.65497333,798.8924667,14.04037333,499.9933333,89.28027333,0.1000092,25.51798667,25.00574,999.9,0,0,9997.87,0,177.5888667,-5.856852,805.4650667,811.1009333,0.3699508,800.0254667,13.65497333,1.252148667,1.219121333,10.23646667,9.837105333,299.9826,0.900007,0.099993467,0,2.288073333,0,2898.93,2548.531333,37.8204,41.9664,39.65806667,41.5746,38.25413333,269.9886667,29.998,0,1743622182,0,1743622212,14:30:12,1743622212,1743622200,48,0.156,0,-4.575,-0.025,800,14,0.4,0.08,-5.885558571,0.350445195,0.053707961,0,0.370800381,-0.014171143,0.001667762,1,1,2,2-Jan,3.13156,2.77788,0.141428,0.141609,0.0693928,0.0682394,32573,34894.1,34319.4,36836.1,45130.8,49272.6,53523.9,58834.9,1.98985,2.36408,0.0910796,0,23.5048,999.9,35.502,28.369,15.4179,54.5411,36.6867,2,-0.157604,-0.623949,20.1647,5.19812,12.004,4.97555,3.29388,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86956,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.575,-0.025,-2.918942159,-0.003392961,1.56E-06,-1.77E-10,-0.092653777,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.5,2.13379,2.59521,2.19849,2.63916,2.44629,2.29004,31.3898,14.6311,18,501.883,782.928,25.0305,25.3363,30,25.3409,25.2781,42.7199,-30,-30,25.0219,800,0,97.3053,95.3487,NA
49,1743622304,10656.9,20250402 14:31:44,14:31:44,5,ozzie,2265_mai_white,1743622296,0.000260382,0.260382244,4.960081244,993.7365333,247.0432214,22.08099497,88.82126485,0.010995506,2.733306479,0.010970991,0.006859067,49.61657156,25.72503699,25.72503699,3.319746209,38.27522628,1.252661821,3.272774436,2.067084388,-11.48285694,-35.38218178,-2.75485474,-0.003321906,0,0,1,0,47502,299.9995333,252.8994246,0.842999393,0.165388829,6,0.5,0: Broadleaf,2,1743622296,993.7365333,999.9987333,14.01484,13.70678,998.4415333,14.03784,500.0318667,89.28105333,0.10004706,25.48492667,24.99013333,999.9,0,0,9991.997333,0,177.659,-6.327884667,1007.802,1013.894667,0.315910067,999.9987333,13.70678,1.251960667,1.223755333,10.23419333,9.893722,299.9995333,0.900026533,0.0999735,0,2.232373333,0,2939.739333,2548.688667,36.30393333,38.90813333,37.71226667,37.74973333,36.47893333,270.0066667,29.994,0,1743622303,0,1743622333,14:32:13,1743622333,1743622326,49,0.071,0.001,-4.705,-0.023,1000,14,0.29,0.18,-6.3428095,0.346640752,0.048869866,0,0.31692315,-0.026585278,0.002674566,1,1,2,2-Jan,3.13164,2.77796,0.163869,0.164048,0.0693768,0.0684351,31721.9,33982.1,34318.8,36835.3,45134,49263.3,53523.8,58833.1,1.98995,2.36422,0.089936,0,23.4949,999.9,35.551,28.379,15.4488,54.1911,36.6066,2,-0.156845,-0.681108,20.1627,5.19887,12.004,4.97575,3.29393,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86959,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.705,-0.023,-2.763172377,-0.003392961,1.56E-06,-1.77E-10,-0.092293394,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.7,2.55005,2.59155,2.19849,2.64038,2.44629,2.31445,31.3898,14.6136,18,501.986,783.129,25.0169,25.3427,30,25.3451,25.2823,51.0366,-30,-30,25.0219,1000,0,97.3045,95.3461,NA
